,Trial,Frame,Rater,Label
720,P02T09,178,Algorithm,Head
721,P02T09,178,Rater1,Head
722,P02T09,178,Rater2,Head
723,P02T09,178,Rater3,Head
724,P02T09,179,Algorithm,Head
725,P02T09,179,Rater1,Head
726,P02T09,179,Rater2,Head
727,P02T09,179,Rater3,Head
728,P02T09,180,Algorithm,Head
729,P02T09,180,Rater1,Head
730,P02T09,180,Rater2,Head
731,P02T09,180,Rater3,Head
732,P02T09,181,Algorithm,Head
733,P02T09,181,Rater1,Head
734,P02T09,181,Rater2,Head
735,P02T09,181,Rater3,Head
736,P02T09,182,Algorithm,Head
737,P02T09,182,Rater1,Head
738,P02T09,182,Rater2,Head
739,P02T09,182,Rater3,Head
740,P02T09,183,Algorithm,Head
741,P02T09,183,Rater1,Head
742,P02T09,183,Rater2,Head
743,P02T09,183,Rater3,Head
744,P02T09,184,Algorithm,Head
745,P02T09,184,Rater1,Head
746,P02T09,184,Rater2,Head
747,P02T09,184,Rater3,Head
748,P02T09,185,Algorithm,Head
749,P02T09,185,Rater1,Head
750,P02T09,185,Rater2,Head
751,P02T09,185,Rater3,Head
752,P02T09,186,Algorithm,Head
753,P02T09,186,Rater1,Head
754,P02T09,186,Rater2,Head
755,P02T09,186,Rater3,Head
756,P02T09,187,Algorithm,Head
757,P02T09,187,Rater1,Head
758,P02T09,187,Rater2,Head
759,P02T09,187,Rater3,Head
760,P02T09,188,Algorithm,Head
761,P02T09,188,Rater1,Head
762,P02T09,188,Rater2,Head
763,P02T09,188,Rater3,Head
764,P02T09,190,Algorithm,Head
765,P02T09,190,Rater1,Head
766,P02T09,190,Rater2,Head
767,P02T09,190,Rater3,Head
768,P02T09,191,Algorithm,Chest
769,P02T09,191,Rater1,Head
770,P02T09,191,Rater2,Head
771,P02T09,191,Rater3,Head
772,P02T09,192,Algorithm,Chest
773,P02T09,192,Rater1,Head
774,P02T09,192,Rater2,Head
775,P02T09,192,Rater3,Head
776,P02T09,193,Algorithm,Chest
777,P02T09,193,Rater1,Head
778,P02T09,193,Rater2,Head
779,P02T09,193,Rater3,Head
780,P02T09,194,Algorithm,Chest
781,P02T09,194,Rater1,Head
782,P02T09,194,Rater2,Head
783,P02T09,194,Rater3,Head
784,P02T09,195,Algorithm,Head
785,P02T09,195,Rater1,Head
786,P02T09,195,Rater2,Head
787,P02T09,195,Rater3,Head
788,P02T09,203,Algorithm,Chest
789,P02T09,203,Rater1,Head
790,P02T09,203,Rater2,Head
791,P02T09,203,Rater3,Chest
792,P02T09,204,Algorithm,Head
793,P02T09,204,Rater1,Head
794,P02T09,204,Rater2,Head
795,P02T09,204,Rater3,Head
796,P02T09,205,Algorithm,Head
797,P02T09,205,Rater1,Head
798,P02T09,205,Rater2,Head
799,P02T09,205,Rater3,Head
800,P02T09,206,Algorithm,Head
801,P02T09,206,Rater1,Head
802,P02T09,206,Rater2,Head
803,P02T09,206,Rater3,Head
804,P02T09,207,Algorithm,Head
805,P02T09,207,Rater1,Head
806,P02T09,207,Rater2,Head
807,P02T09,207,Rater3,Head
808,P02T09,209,Algorithm,Chest
809,P02T09,209,Rater1,Chest
810,P02T09,209,Rater2,Chest
811,P02T09,209,Rater3,Chest
812,P02T09,210,Algorithm,Chest
813,P02T09,210,Rater1,Chest
814,P02T09,210,Rater2,Chest
815,P02T09,210,Rater3,Chest
816,P02T09,211,Algorithm,Chest
817,P02T09,211,Rater1,Chest
818,P02T09,211,Rater2,Chest
819,P02T09,211,Rater3,Chest
820,P02T09,212,Algorithm,Chest
821,P02T09,212,Rater1,Chest
822,P02T09,212,Rater2,Chest
823,P02T09,212,Rater3,Head
824,P02T09,213,Algorithm,Chest
825,P02T09,213,Rater1,Chest
826,P02T09,213,Rater2,Chest
827,P02T09,213,Rater3,Chest
828,P02T09,214,Algorithm,Chest
829,P02T09,214,Rater1,Chest
830,P02T09,214,Rater2,Chest
831,P02T09,214,Rater3,Chest
832,P02T09,215,Algorithm,Chest
833,P02T09,215,Rater1,Chest
834,P02T09,215,Rater2,Chest
835,P02T09,215,Rater3,Chest
836,P02T09,216,Algorithm,Chest
837,P02T09,216,Rater1,Chest
838,P02T09,216,Rater2,Chest
839,P02T09,216,Rater3,Chest
840,P02T09,217,Algorithm,Chest
841,P02T09,217,Rater1,Chest
842,P02T09,217,Rater2,Chest
843,P02T09,217,Rater3,Chest
844,P02T09,218,Algorithm,Chest
845,P02T09,218,Rater1,Chest
846,P02T09,218,Rater2,Chest
847,P02T09,218,Rater3,Chest
848,P02T09,219,Algorithm,Chest
849,P02T09,219,Rater1,Chest
850,P02T09,219,Rater2,Chest
851,P02T09,219,Rater3,Head
852,P02T09,220,Algorithm,Head
853,P02T09,220,Rater1,Chest
854,P02T09,220,Rater2,Chest
855,P02T09,220,Rater3,Head
856,P02T09,221,Algorithm,Chest
857,P02T09,221,Rater1,Chest
858,P02T09,221,Rater2,Chest
859,P02T09,221,Rater3,Head
860,P02T09,222,Algorithm,Chest
861,P02T09,222,Rater1,Chest
862,P02T09,222,Rater2,Chest
863,P02T09,222,Rater3,Head
864,P02T09,223,Algorithm,Chest
865,P02T09,223,Rater1,Chest
866,P02T09,223,Rater2,Chest
867,P02T09,223,Rater3,Head
868,P02T09,224,Algorithm,Head
869,P02T09,224,Rater1,Chest
870,P02T09,224,Rater2,Chest
871,P02T09,224,Rater3,Head
872,P02T09,225,Algorithm,Chest
873,P02T09,225,Rater1,Chest
874,P02T09,225,Rater2,Chest
875,P02T09,225,Rater3,Head
876,P02T09,243,Algorithm,Chest
877,P02T09,243,Rater1,Chest
878,P02T09,243,Rater2,Left arm
879,P02T09,243,Rater3,Chest
880,P03T12,341,Algorithm,Head
881,P03T12,341,Rater1,Left arm
882,P03T12,341,Rater2,Left arm
883,P03T12,341,Rater3,Left arm
884,P03T12,342,Algorithm,Head
885,P03T12,342,Rater1,Left arm
886,P03T12,342,Rater2,Left arm
887,P03T12,342,Rater3,Left arm
888,P03T12,346,Algorithm,Chest
889,P03T12,346,Rater1,Chest
890,P03T12,346,Rater2,Left arm
891,P03T12,346,Rater3,Chest
892,P03T12,347,Algorithm,Left arm
893,P03T12,347,Rater1,Chest
894,P03T12,347,Rater2,Left arm
895,P03T12,347,Rater3,Chest
896,P03T26,223,Algorithm,Head
897,P03T26,223,Rater1,Head
898,P03T26,223,Rater2,Head
899,P03T26,223,Rater3,Head
900,P03T26,224,Algorithm,Head
901,P03T26,224,Rater1,Head
902,P03T26,224,Rater2,Head
903,P03T26,224,Rater3,Head
904,P03T26,225,Algorithm,Head
905,P03T26,225,Rater1,Head
906,P03T26,225,Rater2,Head
907,P03T26,225,Rater3,Head
908,P03T26,226,Algorithm,Head
909,P03T26,226,Rater1,Head
910,P03T26,226,Rater2,Head
911,P03T26,226,Rater3,Head
912,P03T26,227,Algorithm,Head
913,P03T26,227,Rater1,Head
914,P03T26,227,Rater2,Head
915,P03T26,227,Rater3,Head
916,P03T26,228,Algorithm,Head
917,P03T26,228,Rater1,Head
918,P03T26,228,Rater2,Head
919,P03T26,228,Rater3,Head
920,P03T26,229,Algorithm,Head
921,P03T26,229,Rater1,Head
922,P03T26,229,Rater2,Head
923,P03T26,229,Rater3,Head
924,P03T26,230,Algorithm,Head
925,P03T26,230,Rater1,Head
926,P03T26,230,Rater2,Head
927,P03T26,230,Rater3,Head
928,P03T26,231,Algorithm,Head
929,P03T26,231,Rater1,Head
930,P03T26,231,Rater2,Head
931,P03T26,231,Rater3,Head
932,P03T26,232,Algorithm,Head
933,P03T26,232,Rater1,Head
934,P03T26,232,Rater2,Head
935,P03T26,232,Rater3,Head
936,P03T26,233,Algorithm,Head
937,P03T26,233,Rater1,Head
938,P03T26,233,Rater2,Head
939,P03T26,233,Rater3,Head
940,P03T26,234,Algorithm,Head
941,P03T26,234,Rater1,Head
942,P03T26,234,Rater2,Head
943,P03T26,234,Rater3,Head
944,P03T26,235,Algorithm,Head
945,P03T26,235,Rater1,Head
946,P03T26,235,Rater2,Head
947,P03T26,235,Rater3,Head
948,P03T26,236,Algorithm,Head
949,P03T26,236,Rater1,Head
950,P03T26,236,Rater2,Head
951,P03T26,236,Rater3,Head
952,P03T26,237,Algorithm,Head
953,P03T26,237,Rater1,Head
954,P03T26,237,Rater2,Head
955,P03T26,237,Rater3,Head
956,P03T26,238,Algorithm,Head
957,P03T26,238,Rater1,Head
958,P03T26,238,Rater2,Head
959,P03T26,238,Rater3,Head
960,P03T26,239,Algorithm,Head
961,P03T26,239,Rater1,Head
962,P03T26,239,Rater2,Head
963,P03T26,239,Rater3,Head
964,P03T26,240,Algorithm,Head
965,P03T26,240,Rater1,Head
966,P03T26,240,Rater2,Head
967,P03T26,240,Rater3,Head
968,P03T26,241,Algorithm,Head
969,P03T26,241,Rater1,Head
970,P03T26,241,Rater2,Head
971,P03T26,241,Rater3,Head
972,P03T26,242,Algorithm,Head
973,P03T26,242,Rater1,Head
974,P03T26,242,Rater2,Head
975,P03T26,242,Rater3,Head
976,P03T26,243,Algorithm,Head
977,P03T26,243,Rater1,Head
978,P03T26,243,Rater2,Head
979,P03T26,243,Rater3,Head
980,P03T26,244,Algorithm,Head
981,P03T26,244,Rater1,Head
982,P03T26,244,Rater2,Head
983,P03T26,244,Rater3,Head
984,P03T26,245,Algorithm,Head
985,P03T26,245,Rater1,Head
986,P03T26,245,Rater2,Head
987,P03T26,245,Rater3,Head
988,P03T26,246,Algorithm,Head
989,P03T26,246,Rater1,Head
990,P03T26,246,Rater2,Head
991,P03T26,246,Rater3,Head
992,P03T26,247,Algorithm,Head
993,P03T26,247,Rater1,Head
994,P03T26,247,Rater2,Head
995,P03T26,247,Rater3,Head
996,P03T26,248,Algorithm,Chest
997,P03T26,248,Rater1,Head
998,P03T26,248,Rater2,Head
999,P03T26,248,Rater3,Head
1000,P03T26,249,Algorithm,Head
1001,P03T26,249,Rater1,Head
1002,P03T26,249,Rater2,Head
1003,P03T26,249,Rater3,Head
1004,P03T26,250,Algorithm,Head
1005,P03T26,250,Rater1,Head
1006,P03T26,250,Rater2,Head
1007,P03T26,250,Rater3,Head
1008,P03T26,251,Algorithm,Head
1009,P03T26,251,Rater1,Head
1010,P03T26,251,Rater2,Head
1011,P03T26,251,Rater3,Head
1012,P03T26,252,Algorithm,Chest
1013,P03T26,252,Rater1,Head
1014,P03T26,252,Rater2,Head
1015,P03T26,252,Rater3,Head
1016,P03T26,253,Algorithm,Chest
1017,P03T26,253,Rater1,Head
1018,P03T26,253,Rater2,Head
1019,P03T26,253,Rater3,Head
1020,P03T26,254,Algorithm,Chest
1021,P03T26,254,Rater1,Head
1022,P03T26,254,Rater2,Head
1023,P03T26,254,Rater3,Head
1024,P03T26,255,Algorithm,Chest
1025,P03T26,255,Rater1,Head
1026,P03T26,255,Rater2,Head
1027,P03T26,255,Rater3,Head
1028,P03T26,256,Algorithm,Chest
1029,P03T26,256,Rater1,Head
1030,P03T26,256,Rater2,Head
1031,P03T26,256,Rater3,Head
1032,P03T26,257,Algorithm,Chest
1033,P03T26,257,Rater1,Head
1034,P03T26,257,Rater2,Head
1035,P03T26,257,Rater3,Head
1036,P03T26,258,Algorithm,Chest
1037,P03T26,258,Rater1,Head
1038,P03T26,258,Rater2,Head
1039,P03T26,258,Rater3,Head
1040,P03T26,259,Algorithm,Chest
1041,P03T26,259,Rater1,Head
1042,P03T26,259,Rater2,Head
1043,P03T26,259,Rater3,Head
1044,P03T26,260,Algorithm,Chest
1045,P03T26,260,Rater1,Head
1046,P03T26,260,Rater2,Head
1047,P03T26,260,Rater3,Head
1048,P03T26,261,Algorithm,Chest
1049,P03T26,261,Rater1,Chest
1050,P03T26,261,Rater2,Head
1051,P03T26,261,Rater3,Chest
1052,P03T26,262,Algorithm,Chest
1053,P03T26,262,Rater1,Chest
1054,P03T26,262,Rater2,Chest
1055,P03T26,262,Rater3,Chest
1056,P03T26,263,Algorithm,Chest
1057,P03T26,263,Rater1,Chest
1058,P03T26,263,Rater2,Chest
1059,P03T26,263,Rater3,Chest
1060,P03T26,264,Algorithm,Chest
1061,P03T26,264,Rater1,Chest
1062,P03T26,264,Rater2,Chest
1063,P03T26,264,Rater3,Chest
1064,P03T26,265,Algorithm,Chest
1065,P03T26,265,Rater1,Chest
1066,P03T26,265,Rater2,Chest
1067,P03T26,265,Rater3,Chest
1068,P03T26,266,Algorithm,Chest
1069,P03T26,266,Rater1,Chest
1070,P03T26,266,Rater2,Chest
1071,P03T26,266,Rater3,Chest
1072,P03T26,267,Algorithm,Chest
1073,P03T26,267,Rater1,Chest
1074,P03T26,267,Rater2,Chest
1075,P03T26,267,Rater3,Chest
1076,P03T26,268,Algorithm,Chest
1077,P03T26,268,Rater1,Chest
1078,P03T26,268,Rater2,Chest
1079,P03T26,268,Rater3,Chest
1080,P03T26,269,Algorithm,Chest
1081,P03T26,269,Rater1,Chest
1082,P03T26,269,Rater2,Chest
1083,P03T26,269,Rater3,Chest
1084,P03T26,270,Algorithm,Chest
1085,P03T26,270,Rater1,Chest
1086,P03T26,270,Rater2,Chest
1087,P03T26,270,Rater3,Chest
1088,P03T26,271,Algorithm,Chest
1089,P03T26,271,Rater1,Chest
1090,P03T26,271,Rater2,Chest
1091,P03T26,271,Rater3,Chest
1092,P03T26,272,Algorithm,Chest
1093,P03T26,272,Rater1,Chest
1094,P03T26,272,Rater2,Chest
1095,P03T26,272,Rater3,Chest
1096,P03T26,273,Algorithm,Chest
1097,P03T26,273,Rater1,Chest
1098,P03T26,273,Rater2,Chest
1099,P03T26,273,Rater3,Chest
1100,P03T26,274,Algorithm,Chest
1101,P03T26,274,Rater1,Chest
1102,P03T26,274,Rater2,Chest
1103,P03T26,274,Rater3,Chest
1104,P03T26,275,Algorithm,Chest
1105,P03T26,275,Rater1,Chest
1106,P03T26,275,Rater2,Chest
1107,P03T26,275,Rater3,Chest
1108,P03T26,276,Algorithm,Chest
1109,P03T26,276,Rater1,Chest
1110,P03T26,276,Rater2,Chest
1111,P03T26,276,Rater3,Chest
1112,P03T26,277,Algorithm,Chest
1113,P03T26,277,Rater1,Chest
1114,P03T26,277,Rater2,Chest
1115,P03T26,277,Rater3,Chest
1116,P03T26,278,Algorithm,Chest
1117,P03T26,278,Rater1,Chest
1118,P03T26,278,Rater2,Chest
1119,P03T26,278,Rater3,Chest
1120,P03T26,279,Algorithm,Chest
1121,P03T26,279,Rater1,Chest
1122,P03T26,279,Rater2,Chest
1123,P03T26,279,Rater3,Chest
1124,P03T26,280,Algorithm,Chest
1125,P03T26,280,Rater1,Chest
1126,P03T26,280,Rater2,Chest
1127,P03T26,280,Rater3,Chest
1128,P03T26,281,Algorithm,Chest
1129,P03T26,281,Rater1,Chest
1130,P03T26,281,Rater2,Chest
1131,P03T26,281,Rater3,Chest
1132,P03T26,282,Algorithm,Chest
1133,P03T26,282,Rater1,Chest
1134,P03T26,282,Rater2,Chest
1135,P03T26,282,Rater3,Chest
1136,P03T26,283,Algorithm,Chest
1137,P03T26,283,Rater1,Chest
1138,P03T26,283,Rater2,Chest
1139,P03T26,283,Rater3,Chest
1140,P03T26,284,Algorithm,Chest
1141,P03T26,284,Rater1,Chest
1142,P03T26,284,Rater2,Chest
1143,P03T26,284,Rater3,Chest
1144,P03T26,285,Algorithm,Chest
1145,P03T26,285,Rater1,Chest
1146,P03T26,285,Rater2,Chest
1147,P03T26,285,Rater3,Chest
1148,P03T26,286,Algorithm,Chest
1149,P03T26,286,Rater1,Chest
1150,P03T26,286,Rater2,Chest
1151,P03T26,286,Rater3,Chest
1152,P03T26,287,Algorithm,Chest
1153,P03T26,287,Rater1,Chest
1154,P03T26,287,Rater2,Chest
1155,P03T26,287,Rater3,Chest
1156,P03T26,288,Algorithm,Chest
1157,P03T26,288,Rater1,Chest
1158,P03T26,288,Rater2,Chest
1159,P03T26,288,Rater3,Chest
1160,P03T26,289,Algorithm,Chest
1161,P03T26,289,Rater1,Chest
1162,P03T26,289,Rater2,Chest
1163,P03T26,289,Rater3,Chest
1164,P03T26,290,Algorithm,Chest
1165,P03T26,290,Rater1,Chest
1166,P03T26,290,Rater2,Chest
1167,P03T26,290,Rater3,Chest
1168,P03T26,291,Algorithm,Chest
1169,P03T26,291,Rater1,Chest
1170,P03T26,291,Rater2,Chest
1171,P03T26,291,Rater3,Chest
1172,P03T26,292,Algorithm,Chest
1173,P03T26,292,Rater1,Chest
1174,P03T26,292,Rater2,Chest
1175,P03T26,292,Rater3,Chest
1176,P03T26,293,Algorithm,Chest
1177,P03T26,293,Rater1,Chest
1178,P03T26,293,Rater2,Chest
1179,P03T26,293,Rater3,Chest
1180,P03T26,294,Algorithm,Chest
1181,P03T26,294,Rater1,Chest
1182,P03T26,294,Rater2,Chest
1183,P03T26,294,Rater3,Chest
1184,P03T26,295,Algorithm,Chest
1185,P03T26,295,Rater1,Chest
1186,P03T26,295,Rater2,Chest
1187,P03T26,295,Rater3,Chest
1188,P03T26,296,Algorithm,Chest
1189,P03T26,296,Rater1,Chest
1190,P03T26,296,Rater2,Chest
1191,P03T26,296,Rater3,Chest
1192,P03T26,297,Algorithm,Chest
1193,P03T26,297,Rater1,Chest
1194,P03T26,297,Rater2,Chest
1195,P03T26,297,Rater3,Chest
1196,P03T26,298,Algorithm,Chest
1197,P03T26,298,Rater1,Chest
1198,P03T26,298,Rater2,Chest
1199,P03T26,298,Rater3,Chest
1200,P03T26,299,Algorithm,Chest
1201,P03T26,299,Rater1,Chest
1202,P03T26,299,Rater2,Chest
1203,P03T26,299,Rater3,Chest
1204,P03T26,300,Algorithm,Chest
1205,P03T26,300,Rater1,Chest
1206,P03T26,300,Rater2,Chest
1207,P03T26,300,Rater3,Chest
1208,P03T26,301,Algorithm,Chest
1209,P03T26,301,Rater1,Chest
1210,P03T26,301,Rater2,Chest
1211,P03T26,301,Rater3,Chest
1212,P03T26,302,Algorithm,Chest
1213,P03T26,302,Rater1,Chest
1214,P03T26,302,Rater2,Chest
1215,P03T26,302,Rater3,Chest
1216,P03T26,303,Algorithm,Chest
1217,P03T26,303,Rater1,Chest
1218,P03T26,303,Rater2,Chest
1219,P03T26,303,Rater3,Chest
1220,P03T26,304,Algorithm,Chest
1221,P03T26,304,Rater1,Chest
1222,P03T26,304,Rater2,Chest
1223,P03T26,304,Rater3,Chest
1224,P03T26,305,Algorithm,Chest
1225,P03T26,305,Rater1,Chest
1226,P03T26,305,Rater2,Chest
1227,P03T26,305,Rater3,Chest
1228,P03T26,306,Algorithm,Chest
1229,P03T26,306,Rater1,Chest
1230,P03T26,306,Rater2,Chest
1231,P03T26,306,Rater3,Chest
1232,P03T26,307,Algorithm,Chest
1233,P03T26,307,Rater1,Chest
1234,P03T26,307,Rater2,Chest
1235,P03T26,307,Rater3,Chest
1236,P03T26,308,Algorithm,Chest
1237,P03T26,308,Rater1,Chest
1238,P03T26,308,Rater2,Chest
1239,P03T26,308,Rater3,Chest
1240,P03T26,309,Algorithm,Chest
1241,P03T26,309,Rater1,Chest
1242,P03T26,309,Rater2,Chest
1243,P03T26,309,Rater3,Chest
1244,P03T26,310,Algorithm,Chest
1245,P03T26,310,Rater1,Chest
1246,P03T26,310,Rater2,Chest
1247,P03T26,310,Rater3,Chest
1248,P03T26,311,Algorithm,Chest
1249,P03T26,311,Rater1,Chest
1250,P03T26,311,Rater2,Chest
1251,P03T26,311,Rater3,Chest
1252,P03T26,312,Algorithm,Chest
1253,P03T26,312,Rater1,Chest
1254,P03T26,312,Rater2,Chest
1255,P03T26,312,Rater3,Chest
1256,P03T26,313,Algorithm,Chest
1257,P03T26,313,Rater1,Chest
1258,P03T26,313,Rater2,Chest
1259,P03T26,313,Rater3,Chest
1260,P03T26,314,Algorithm,Chest
1261,P03T26,314,Rater1,Chest
1262,P03T26,314,Rater2,Chest
1263,P03T26,314,Rater3,Chest
1264,P03T26,315,Algorithm,Chest
1265,P03T26,315,Rater1,Chest
1266,P03T26,315,Rater2,Chest
1267,P03T26,315,Rater3,Chest
1268,P03T26,316,Algorithm,Chest
1269,P03T26,316,Rater1,Chest
1270,P03T26,316,Rater2,Chest
1271,P03T26,316,Rater3,Chest
1272,P03T26,317,Algorithm,Chest
1273,P03T26,317,Rater1,Chest
1274,P03T26,317,Rater2,Chest
1275,P03T26,317,Rater3,Chest
1276,P03T26,318,Algorithm,Chest
1277,P03T26,318,Rater1,Chest
1278,P03T26,318,Rater2,Chest
1279,P03T26,318,Rater3,Chest
1280,P03T26,319,Algorithm,Chest
1281,P03T26,319,Rater1,Chest
1282,P03T26,319,Rater2,Chest
1283,P03T26,319,Rater3,Chest
1284,P03T26,320,Algorithm,Chest
1285,P03T26,320,Rater1,Chest
1286,P03T26,320,Rater2,Chest
1287,P03T26,320,Rater3,Chest
1288,P03T26,321,Algorithm,Chest
1289,P03T26,321,Rater1,Chest
1290,P03T26,321,Rater2,Chest
1291,P03T26,321,Rater3,Chest
1292,P03T26,322,Algorithm,Chest
1293,P03T26,322,Rater1,Chest
1294,P03T26,322,Rater2,Chest
1295,P03T26,322,Rater3,Chest
1296,P04T05,208,Algorithm,Chest
1297,P04T05,208,Rater1,Chest
1298,P04T05,208,Rater2,Chest
1299,P04T05,208,Rater3,Chest
1300,P04T05,209,Algorithm,Chest
1301,P04T05,209,Rater1,Chest
1302,P04T05,209,Rater2,Chest
1303,P04T05,209,Rater3,Chest
1304,P04T05,210,Algorithm,Head
1305,P04T05,210,Rater1,Chest
1306,P04T05,210,Rater2,Chest
1307,P04T05,210,Rater3,Head
1308,P04T05,212,Algorithm,Head
1309,P04T05,212,Rater1,Chest
1310,P04T05,212,Rater2,Chest
1311,P04T05,212,Rater3,Head
1312,P04T05,213,Algorithm,Head
1313,P04T05,213,Rater1,Chest
1314,P04T05,213,Rater2,Chest
1315,P04T05,213,Rater3,Head
1316,P04T05,214,Algorithm,Chest
1317,P04T05,214,Rater1,Chest
1318,P04T05,214,Rater2,Chest
1319,P04T05,214,Rater3,Head
1320,P04T05,215,Algorithm,Chest
1321,P04T05,215,Rater1,Chest
1322,P04T05,215,Rater2,Chest
1323,P04T05,215,Rater3,Right arm
1324,P04T05,216,Algorithm,Chest
1325,P04T05,216,Rater1,Chest
1326,P04T05,216,Rater2,Chest
1327,P04T05,216,Rater3,Head
1328,P04T05,217,Algorithm,Chest
1329,P04T05,217,Rater1,Chest
1330,P04T05,217,Rater2,Chest
1331,P04T05,217,Rater3,Right arm
1332,P04T05,218,Algorithm,Chest
1333,P04T05,218,Rater1,Chest
1334,P04T05,218,Rater2,Chest
1335,P04T05,218,Rater3,Right arm
1336,P04T05,219,Algorithm,Chest
1337,P04T05,219,Rater1,Chest
1338,P04T05,219,Rater2,Chest
1339,P04T05,219,Rater3,Right arm
1340,P04T05,220,Algorithm,Chest
1341,P04T05,220,Rater1,Chest
1342,P04T05,220,Rater2,Chest
1343,P04T05,220,Rater3,Right arm
1344,P04T05,221,Algorithm,Chest
1345,P04T05,221,Rater1,Chest
1346,P04T05,221,Rater2,Chest
1347,P04T05,221,Rater3,Right arm
1348,P04T05,222,Algorithm,Chest
1349,P04T05,222,Rater1,Chest
1350,P04T05,222,Rater2,Chest
1351,P04T05,222,Rater3,Right arm
1352,P04T05,223,Algorithm,Chest
1353,P04T05,223,Rater1,Chest
1354,P04T05,223,Rater2,Chest
1355,P04T05,223,Rater3,Right arm
1356,P04T05,224,Algorithm,Chest
1357,P04T05,224,Rater1,Chest
1358,P04T05,224,Rater2,Chest
1359,P04T05,224,Rater3,Right arm
1360,P04T05,225,Algorithm,Chest
1361,P04T05,225,Rater1,Chest
1362,P04T05,225,Rater2,Chest
1363,P04T05,225,Rater3,Chest
1364,P04T05,226,Algorithm,Head
1365,P04T05,226,Rater1,Head
1366,P04T05,226,Rater2,Chest
1367,P04T05,226,Rater3,Head
1368,P04T05,227,Algorithm,Head
1369,P04T05,227,Rater1,Head
1370,P04T05,227,Rater2,Head
1371,P04T05,227,Rater3,Head
1372,P04T05,228,Algorithm,Head
1373,P04T05,228,Rater1,Head
1374,P04T05,228,Rater2,Head
1375,P04T05,228,Rater3,Head
1376,P04T05,229,Algorithm,Chest
1377,P04T05,229,Rater1,Head
1378,P04T05,229,Rater2,Head
1379,P04T05,229,Rater3,Head
1380,P04T05,230,Algorithm,Head
1381,P04T05,230,Rater1,Head
1382,P04T05,230,Rater2,Head
1383,P04T05,230,Rater3,Head
1384,P04T05,231,Algorithm,Head
1385,P04T05,231,Rater1,Head
1386,P04T05,231,Rater2,Head
1387,P04T05,231,Rater3,Head
1388,P04T05,232,Algorithm,Head
1389,P04T05,232,Rater1,Head
1390,P04T05,232,Rater2,Head
1391,P04T05,232,Rater3,Head
1392,P04T05,233,Algorithm,Head
1393,P04T05,233,Rater1,Head
1394,P04T05,233,Rater2,Head
1395,P04T05,233,Rater3,Head
1396,P04T05,234,Algorithm,Head
1397,P04T05,234,Rater1,Head
1398,P04T05,234,Rater2,Head
1399,P04T05,234,Rater3,Head
1400,P04T05,235,Algorithm,Chest
1401,P04T05,235,Rater1,Head
1402,P04T05,235,Rater2,Head
1403,P04T05,235,Rater3,Head
1404,P04T05,236,Algorithm,Chest
1405,P04T05,236,Rater1,Head
1406,P04T05,236,Rater2,Head
1407,P04T05,236,Rater3,Head
1408,P04T05,237,Algorithm,Head
1409,P04T05,237,Rater1,Head
1410,P04T05,237,Rater2,Head
1411,P04T05,237,Rater3,Head
1412,P04T05,238,Algorithm,Head
1413,P04T05,238,Rater1,Head
1414,P04T05,238,Rater2,Head
1415,P04T05,238,Rater3,Head
1416,P04T05,239,Algorithm,Head
1417,P04T05,239,Rater1,Head
1418,P04T05,239,Rater2,Head
1419,P04T05,239,Rater3,Head
1420,P04T05,240,Algorithm,Chest
