,Trial,Frame,Rater,Label
1421,P04T05,240,Rater1,Head
1422,P04T05,240,Rater2,Head
1423,P04T05,240,Rater3,Head
1424,P04T05,241,Algorithm,Head
1425,P04T05,241,Rater1,Head
1426,P04T05,241,Rater2,Head
1427,P04T05,241,Rater3,Head
1428,P04T05,242,Algorithm,Chest
1429,P04T05,242,Rater1,Head
1430,P04T05,242,Rater2,Head
1431,P04T05,242,Rater3,Head
1432,P04T05,243,Algorithm,Chest
1433,P04T05,243,Rater1,Head
1434,P04T05,243,Rater2,Head
1435,P04T05,243,Rater3,Head
1436,P04T05,244,Algorithm,Chest
1437,P04T05,244,Rater1,Head
1438,P04T05,244,Rater2,Head
1439,P04T05,244,Rater3,Head
1440,P04T05,245,Algorithm,Chest
1441,P04T05,245,Rater1,Head
1442,P04T05,245,Rater2,Chest
1443,P04T05,245,Rater3,Head
1444,P04T05,246,Algorithm,Chest
1445,P04T05,246,Rater1,Head
1446,P04T05,246,Rater2,Chest
1447,P04T05,246,Rater3,Head
1448,P04T05,247,Algorithm,Chest
1449,P04T05,247,Rater1,Head
1450,P04T05,247,Rater2,Chest
1451,P04T05,247,Rater3,Head
1452,P04T05,248,Algorithm,Chest
1453,P04T05,248,Rater1,Head
1454,P04T05,248,Rater2,Chest
1455,P04T05,248,Rater3,Head
1456,P04T05,249,Algorithm,Chest
1457,P04T05,249,Rater1,Head
1458,P04T05,249,Rater2,Head
1459,P04T05,249,Rater3,Head
1460,P04T05,250,Algorithm,Chest
1461,P04T05,250,Rater1,Head
1462,P04T05,250,Rater2,Head
1463,P04T05,250,Rater3,Head
1464,P04T05,251,Algorithm,Head
1465,P04T05,251,Rater1,Head
1466,P04T05,251,Rater2,Head
1467,P04T05,251,Rater3,Head
1468,P04T05,252,Algorithm,Head
1469,P04T05,252,Rater1,Head
1470,P04T05,252,Rater2,Head
1471,P04T05,252,Rater3,Head
1472,P04T05,253,Algorithm,Head
1473,P04T05,253,Rater1,Head
1474,P04T05,253,Rater2,Head
1475,P04T05,253,Rater3,Head
1476,P04T05,254,Algorithm,Head
1477,P04T05,254,Rater1,Head
1478,P04T05,254,Rater2,Head
1479,P04T05,254,Rater3,Head
1480,P04T05,255,Algorithm,Head
1481,P04T05,255,Rater1,Head
1482,P04T05,255,Rater2,Head
1483,P04T05,255,Rater3,Head
1484,P04T05,256,Algorithm,Head
1485,P04T05,256,Rater1,Head
1486,P04T05,256,Rater2,Head
1487,P04T05,256,Rater3,Head
1488,P04T05,257,Algorithm,Head
1489,P04T05,257,Rater1,Head
1490,P04T05,257,Rater2,Head
1491,P04T05,257,Rater3,Head
1492,P04T05,258,Algorithm,Head
1493,P04T05,258,Rater1,Head
1494,P04T05,258,Rater2,Head
1495,P04T05,258,Rater3,Head
1496,P04T05,259,Algorithm,Chest
1497,P04T05,259,Rater1,Chest
1498,P04T05,259,Rater2,Chest
1499,P04T05,259,Rater3,Head
1500,P04T05,260,Algorithm,Chest
1501,P04T05,260,Rater1,Chest
1502,P04T05,260,Rater2,Chest
1503,P04T05,260,Rater3,Chest
1504,P04T05,261,Algorithm,Chest
1505,P04T05,261,Rater1,Chest
1506,P04T05,261,Rater2,Chest
1507,P04T05,261,Rater3,Chest
1508,P04T05,262,Algorithm,Chest
1509,P04T05,262,Rater1,Chest
1510,P04T05,262,Rater2,Chest
1511,P04T05,262,Rater3,Chest
1512,P04T05,263,Algorithm,Chest
1513,P04T05,263,Rater1,Chest
1514,P04T05,263,Rater2,Chest
1515,P04T05,263,Rater3,Chest
1516,P04T05,267,Algorithm,Chest
1517,P04T05,267,Rater1,Chest
1518,P04T05,267,Rater2,Left arm
1519,P04T05,267,Rater3,Chest
1520,P04T05,268,Algorithm,Chest
1521,P04T05,268,Rater1,Chest
1522,P04T05,268,Rater2,Left arm
1523,P04T05,268,Rater3,Chest
1524,P04T05,269,Algorithm,Chest
1525,P04T05,269,Rater1,Chest
1526,P04T05,269,Rater2,Left arm
1527,P04T05,269,Rater3,Chest
1528,P04T05,270,Algorithm,Chest
1529,P04T05,270,Rater1,Chest
1530,P04T05,270,Rater2,Left arm
1531,P04T05,270,Rater3,Chest
1532,P04T05,271,Algorithm,Chest
1533,P04T05,271,Rater1,Chest
1534,P04T05,271,Rater2,Left arm
1535,P04T05,271,Rater3,Chest
1536,P04T05,272,Algorithm,Chest
1537,P04T05,272,Rater1,Chest
1538,P04T05,272,Rater2,Left arm
1539,P04T05,272,Rater3,Chest
1540,P04T05,273,Algorithm,Chest
1541,P04T05,273,Rater1,Chest
1542,P04T05,273,Rater2,Left arm
1543,P04T05,273,Rater3,Chest
1544,P04T05,274,Algorithm,Chest
1545,P04T05,274,Rater1,Chest
1546,P04T05,274,Rater2,Left arm
1547,P04T05,274,Rater3,Chest
1548,P04T05,275,Algorithm,Chest
1549,P04T05,275,Rater1,Chest
1550,P04T05,275,Rater2,Chest
1551,P04T05,275,Rater3,Chest
1552,P04T05,276,Algorithm,Chest
1553,P04T05,276,Rater1,Chest
1554,P04T05,276,Rater2,Chest
1555,P04T05,276,Rater3,Chest
1556,P04T05,277,Algorithm,Chest
1557,P04T05,277,Rater1,Chest
1558,P04T05,277,Rater2,Chest
1559,P04T05,277,Rater3,Chest
1560,P04T05,278,Algorithm,Chest
1561,P04T05,278,Rater1,Chest
1562,P04T05,278,Rater2,Chest
1563,P04T05,278,Rater3,Chest
1564,P04T05,279,Algorithm,Chest
1565,P04T05,279,Rater1,Chest
1566,P04T05,279,Rater2,Chest
1567,P04T05,279,Rater3,Chest
1568,P04T05,280,Algorithm,Chest
1569,P04T05,280,Rater1,Chest
1570,P04T05,280,Rater2,Chest
1571,P04T05,280,Rater3,Chest
1572,P04T05,281,Algorithm,Chest
1573,P04T05,281,Rater1,Chest
1574,P04T05,281,Rater2,Chest
1575,P04T05,281,Rater3,Chest
1576,P04T05,282,Algorithm,Chest
1577,P04T05,282,Rater1,Chest
1578,P04T05,282,Rater2,Chest
1579,P04T05,282,Rater3,Chest
1580,P04T05,283,Algorithm,Chest
1581,P04T05,283,Rater1,Chest
1582,P04T05,283,Rater2,Chest
1583,P04T05,283,Rater3,Chest
1584,P04T05,284,Algorithm,Chest
1585,P04T05,284,Rater1,Chest
1586,P04T05,284,Rater2,Chest
1587,P04T05,284,Rater3,Chest
1588,P04T05,285,Algorithm,Chest
1589,P04T05,285,Rater1,Chest
1590,P04T05,285,Rater2,Chest
1591,P04T05,285,Rater3,Chest
1592,P04T05,286,Algorithm,Chest
1593,P04T05,286,Rater1,Chest
1594,P04T05,286,Rater2,Chest
1595,P04T05,286,Rater3,Chest
1596,P04T05,287,Algorithm,Chest
1597,P04T05,287,Rater1,Chest
1598,P04T05,287,Rater2,Chest
1599,P04T05,287,Rater3,Chest
1600,P04T05,288,Algorithm,Chest
1601,P04T05,288,Rater1,Chest
1602,P04T05,288,Rater2,Chest
1603,P04T05,288,Rater3,Chest
1604,P04T05,289,Algorithm,Chest
1605,P04T05,289,Rater1,Chest
1606,P04T05,289,Rater2,Chest
1607,P04T05,289,Rater3,Chest
1608,P04T05,290,Algorithm,Chest
1609,P04T05,290,Rater1,Chest
1610,P04T05,290,Rater2,Chest
1611,P04T05,290,Rater3,Chest
1612,P04T05,291,Algorithm,Chest
1613,P04T05,291,Rater1,Chest
1614,P04T05,291,Rater2,Left arm
1615,P04T05,291,Rater3,Chest
1616,P04T05,292,Algorithm,Chest
1617,P04T05,292,Rater1,Chest
1618,P04T05,292,Rater2,Left arm
1619,P04T05,292,Rater3,Chest
1620,P04T05,293,Algorithm,Chest
1621,P04T05,293,Rater1,Chest
1622,P04T05,293,Rater2,Left arm
1623,P04T05,293,Rater3,Chest
1624,P04T05,294,Algorithm,Chest
1625,P04T05,294,Rater1,Chest
1626,P04T05,294,Rater2,Left arm
1627,P04T05,294,Rater3,Chest
1628,P04T05,295,Algorithm,Chest
1629,P04T05,295,Rater1,Chest
1630,P04T05,295,Rater2,Left arm
1631,P04T05,295,Rater3,Chest
1632,P04T05,296,Algorithm,Chest
1633,P04T05,296,Rater1,Chest
1634,P04T05,296,Rater2,Left arm
1635,P04T05,296,Rater3,Chest
1636,P04T05,297,Algorithm,Chest
1637,P04T05,297,Rater1,Chest
1638,P04T05,297,Rater2,Left arm
1639,P04T05,297,Rater3,Chest
1640,P04T05,298,Algorithm,Chest
1641,P04T05,298,Rater1,Chest
1642,P04T05,298,Rater2,Left arm
1643,P04T05,298,Rater3,Chest
1644,P04T05,299,Algorithm,Chest
1645,P04T05,299,Rater1,Chest
1646,P04T05,299,Rater2,Left arm
1647,P04T05,299,Rater3,Chest
1648,P04T05,300,Algorithm,Chest
1649,P04T05,300,Rater1,Chest
1650,P04T05,300,Rater2,Left arm
1651,P04T05,300,Rater3,Chest
1652,P04T05,301,Algorithm,Chest
1653,P04T05,301,Rater1,Chest
1654,P04T05,301,Rater2,Left arm
1655,P04T05,301,Rater3,Chest
1656,P04T05,302,Algorithm,Chest
1657,P04T05,302,Rater1,Chest
1658,P04T05,302,Rater2,Left arm
1659,P04T05,302,Rater3,Chest
1660,P04T05,303,Algorithm,Chest
1661,P04T05,303,Rater1,Chest
1662,P04T05,303,Rater2,Left arm
1663,P04T05,303,Rater3,Chest
1664,P04T05,304,Algorithm,Chest
1665,P04T05,304,Rater1,Chest
1666,P04T05,304,Rater2,Left arm
1667,P04T05,304,Rater3,Chest
1668,P04T05,305,Algorithm,Chest
1669,P04T05,305,Rater1,Chest
1670,P04T05,305,Rater2,Left arm
1671,P04T05,305,Rater3,Chest
1672,P04T05,306,Algorithm,Chest
1673,P04T05,306,Rater1,Chest
1674,P04T05,306,Rater2,Left arm
1675,P04T05,306,Rater3,Chest
1676,P04T05,307,Algorithm,Chest
1677,P04T05,307,Rater1,Chest
1678,P04T05,307,Rater2,Chest
1679,P04T05,307,Rater3,Chest
1680,P04T05,308,Algorithm,Chest
1681,P04T05,308,Rater1,Chest
1682,P04T05,308,Rater2,Chest
1683,P04T05,308,Rater3,Head
1684,P04T05,311,Algorithm,Chest
1685,P04T05,311,Rater1,Chest
1686,P04T05,311,Rater2,Chest
1687,P04T05,311,Rater3,Head
1688,P04T05,312,Algorithm,Chest
1689,P04T05,312,Rater1,Chest
1690,P04T05,312,Rater2,Chest
1691,P04T05,312,Rater3,Head
1692,P04T05,313,Algorithm,Chest
1693,P04T05,313,Rater1,Chest
1694,P04T05,313,Rater2,Chest
1695,P04T05,313,Rater3,Head
1696,P04T05,314,Algorithm,Chest
1697,P04T05,314,Rater1,Chest
1698,P04T05,314,Rater2,Chest
1699,P04T05,314,Rater3,Head
1700,P04T05,315,Algorithm,Chest
1701,P04T05,315,Rater1,Chest
1702,P04T05,315,Rater2,Chest
1703,P04T05,315,Rater3,Head
1704,P04T16,210,Algorithm,Right leg
1705,P04T16,210,Rater1,Right leg
1706,P04T16,210,Rater2,Right leg
1707,P04T16,210,Rater3,Right leg
1708,P04T16,211,Algorithm,Right leg
1709,P04T16,211,Rater1,Right leg
1710,P04T16,211,Rater2,Right leg
1711,P04T16,211,Rater3,Right leg
1712,P04T16,212,Algorithm,Right leg
1713,P04T16,212,Rater1,Right leg
1714,P04T16,212,Rater2,Right leg
1715,P04T16,212,Rater3,Right leg
1716,P04T16,213,Algorithm,Right leg
1717,P04T16,213,Rater1,Right leg
1718,P04T16,213,Rater2,Right leg
1719,P04T16,213,Rater3,Right leg
1720,P04T16,214,Algorithm,Right leg
1721,P04T16,214,Rater1,Right leg
1722,P04T16,214,Rater2,Right leg
1723,P04T16,214,Rater3,Right leg
1724,P04T16,215,Algorithm,Right leg
1725,P04T16,215,Rater1,Right leg
1726,P04T16,215,Rater2,Right leg
1727,P04T16,215,Rater3,Right leg
1728,P04T16,217,Algorithm,Right leg
1729,P04T16,217,Rater1,Right leg
1730,P04T16,217,Rater2,Right leg
1731,P04T16,217,Rater3,Right leg
1732,P04T16,218,Algorithm,Right leg
1733,P04T16,218,Rater1,Right leg
1734,P04T16,218,Rater2,Right leg
1735,P04T16,218,Rater3,Right leg
1736,P04T16,219,Algorithm,Right leg
1737,P04T16,219,Rater1,Right leg
1738,P04T16,219,Rater2,Right leg
1739,P04T16,219,Rater3,Right leg
1740,P04T16,220,Algorithm,Left arm
1741,P04T16,220,Rater1,Right leg
1742,P04T16,220,Rater2,Right leg
1743,P04T16,220,Rater3,Pelvis
1744,P04T16,225,Algorithm,Chest
1745,P04T16,225,Rater1,Chest
1746,P04T16,225,Rater2,Head
1747,P04T16,225,Rater3,Head
1748,P04T16,226,Algorithm,Chest
1749,P04T16,226,Rater1,Chest
1750,P04T16,226,Rater2,Head
1751,P04T16,226,Rater3,Head
1752,P04T16,227,Algorithm,Chest
1753,P04T16,227,Rater1,Chest
1754,P04T16,227,Rater2,Head
1755,P04T16,227,Rater3,Head
1756,P04T16,228,Algorithm,Head
1757,P04T16,228,Rater1,Head
1758,P04T16,228,Rater2,Head
1759,P04T16,228,Rater3,Head
1760,P04T16,229,Algorithm,Head
1761,P04T16,229,Rater1,Head
1762,P04T16,229,Rater2,Head
1763,P04T16,229,Rater3,Head
1764,P04T16,230,Algorithm,Head
1765,P04T16,230,Rater1,Head
1766,P04T16,230,Rater2,Head
1767,P04T16,230,Rater3,Head
1768,P04T16,231,Algorithm,Head
1769,P04T16,231,Rater1,Head
1770,P04T16,231,Rater2,Head
1771,P04T16,231,Rater3,Head
1772,P04T16,232,Algorithm,Head
1773,P04T16,232,Rater1,Head
1774,P04T16,232,Rater2,Head
1775,P04T16,232,Rater3,Head
1776,P04T16,233,Algorithm,Head
1777,P04T16,233,Rater1,Head
1778,P04T16,233,Rater2,Head
1779,P04T16,233,Rater3,Head
1780,P04T16,234,Algorithm,Head
1781,P04T16,234,Rater1,Head
1782,P04T16,234,Rater2,Head
1783,P04T16,234,Rater3,Head
1784,P04T16,235,Algorithm,Head
1785,P04T16,235,Rater1,Head
1786,P04T16,235,Rater2,Head
1787,P04T16,235,Rater3,Head
1788,P04T16,236,Algorithm,Head
1789,P04T16,236,Rater1,Head
1790,P04T16,236,Rater2,Head
1791,P04T16,236,Rater3,Head
1792,P04T16,237,Algorithm,Chest
1793,P04T16,237,Rater1,Chest
1794,P04T16,237,Rater2,Chest
1795,P04T16,237,Rater3,Head
1796,P04T16,238,Algorithm,Chest
1797,P04T16,238,Rater1,Chest
1798,P04T16,238,Rater2,Chest
1799,P04T16,238,Rater3,Chest
1800,P04T16,239,Algorithm,Chest
1801,P04T16,239,Rater1,Chest
1802,P04T16,239,Rater2,Chest
1803,P04T16,239,Rater3,Chest
1804,P04T16,240,Algorithm,Chest
1805,P04T16,240,Rater1,Chest
1806,P04T16,240,Rater2,Chest
1807,P04T16,240,Rater3,Chest
1808,P04T16,241,Algorithm,Chest
1809,P04T16,241,Rater1,Chest
1810,P04T16,241,Rater2,Chest
1811,P04T16,241,Rater3,Chest
1812,P04T16,242,Algorithm,Chest
1813,P04T16,242,Rater1,Chest
1814,P04T16,242,Rater2,Chest
1815,P04T16,242,Rater3,Chest
1816,P04T16,243,Algorithm,Chest
1817,P04T16,243,Rater1,Chest
1818,P04T16,243,Rater2,Chest
1819,P04T16,243,Rater3,Chest
1820,P04T16,244,Algorithm,Chest
1821,P04T16,244,Rater1,Chest
1822,P04T16,244,Rater2,Chest
1823,P04T16,244,Rater3,Chest
1824,P04T16,245,Algorithm,Chest
1825,P04T16,245,Rater1,Chest
1826,P04T16,245,Rater2,Chest
1827,P04T16,245,Rater3,Chest
1828,P04T16,246,Algorithm,Chest
1829,P04T16,246,Rater1,Chest
1830,P04T16,246,Rater2,Chest
1831,P04T16,246,Rater3,Chest
1832,P04T16,247,Algorithm,Chest
1833,P04T16,247,Rater1,Chest
1834,P04T16,247,Rater2,Chest
1835,P04T16,247,Rater3,Chest
1836,P04T16,248,Algorithm,Chest
1837,P04T16,248,Rater1,Chest
1838,P04T16,248,Rater2,Chest
1839,P04T16,248,Rater3,Chest
1840,P04T16,249,Algorithm,Chest
1841,P04T16,249,Rater1,Chest
1842,P04T16,249,Rater2,Chest
1843,P04T16,249,Rater3,Chest
1844,P04T16,250,Algorithm,Chest
1845,P04T16,250,Rater1,Chest
1846,P04T16,250,Rater2,Chest
1847,P04T16,250,Rater3,Chest
1848,P04T16,251,Algorithm,Chest
1849,P04T16,251,Rater1,Chest
1850,P04T16,251,Rater2,Chest
1851,P04T16,251,Rater3,Head
1852,P04T16,252,Algorithm,Chest
1853,P04T16,252,Rater1,Chest
1854,P04T16,252,Rater2,Chest
1855,P04T16,252,Rater3,Chest
1856,P04T16,253,Algorithm,Chest
1857,P04T16,253,Rater1,Chest
1858,P04T16,253,Rater2,Chest
1859,P04T16,253,Rater3,Head
1860,P04T16,254,Algorithm,Head
1861,P04T16,254,Rater1,Chest
1862,P04T16,254,Rater2,Chest
1863,P04T16,254,Rater3,Head
1864,P04T16,255,Algorithm,Head
1865,P04T16,255,Rater1,Head
1866,P04T16,255,Rater2,Head
1867,P04T16,255,Rater3,Head
1868,P04T16,256,Algorithm,Chest
1869,P04T16,256,Rater1,Head
1870,P04T16,256,Rater2,Head
1871,P04T16,256,Rater3,Head
1872,P04T16,257,Algorithm,Chest
1873,P04T16,257,Rater1,Head
1874,P04T16,257,Rater2,Head
1875,P04T16,257,Rater3,Head
1876,P04T16,259,Algorithm,Chest
1877,P04T16,259,Rater1,Chest
1878,P04T16,259,Rater2,Chest
1879,P04T16,259,Rater3,Chest
1880,P04T16,264,Algorithm,Chest
1881,P04T16,264,Rater1,Head
1882,P04T16,264,Rater2,Head
1883,P04T16,264,Rater3,Head
1884,P04T16,267,Algorithm,Chest
1885,P04T16,267,Rater1,Chest
1886,P04T16,267,Rater2,Left arm
1887,P04T16,267,Rater3,Chest
1888,P04T16,268,Algorithm,Chest
1889,P04T16,268,Rater1,Chest
1890,P04T16,268,Rater2,Left arm
1891,P04T16,268,Rater3,Chest
1892,P04T16,269,Algorithm,Chest
1893,P04T16,269,Rater1,Chest
1894,P04T16,269,Rater2,Left arm
1895,P04T16,269,Rater3,Chest
1896,P04T16,270,Algorithm,Chest
1897,P04T16,270,Rater1,Chest
1898,P04T16,270,Rater2,Left arm
1899,P04T16,270,Rater3,Chest
1900,P04T16,271,Algorithm,Chest
1901,P04T16,271,Rater1,Chest
1902,P04T16,271,Rater2,Left arm
1903,P04T16,271,Rater3,Chest
1904,P04T16,272,Algorithm,Chest
1905,P04T16,272,Rater1,Chest
1906,P04T16,272,Rater2,Left arm
1907,P04T16,272,Rater3,Chest
1908,P04T16,273,Algorithm,Chest
1909,P04T16,273,Rater1,Chest
1910,P04T16,273,Rater2,Left arm
1911,P04T16,273,Rater3,Chest
1912,P04T16,274,Algorithm,Chest
1913,P04T16,274,Rater1,Chest
1914,P04T16,274,Rater2,Left arm
1915,P04T16,274,Rater3,Chest
1916,P04T16,275,Algorithm,Chest
1917,P04T16,275,Rater1,Chest
1918,P04T16,275,Rater2,Left arm
1919,P04T16,275,Rater3,Chest
1920,P04T16,276,Algorithm,Chest
1921,P04T16,276,Rater1,Chest
1922,P04T16,276,Rater2,Left arm
1923,P04T16,276,Rater3,Chest
1924,P04T16,277,Algorithm,Chest
1925,P04T16,277,Rater1,Chest
1926,P04T16,277,Rater2,Left arm
1927,P04T16,277,Rater3,Chest
1928,P04T16,278,Algorithm,Chest
1929,P04T16,278,Rater1,Chest
1930,P04T16,278,Rater2,Left arm
1931,P04T16,278,Rater3,Chest
1932,P04T16,279,Algorithm,Chest
1933,P04T16,279,Rater1,Chest
1934,P04T16,279,Rater2,Left arm
1935,P04T16,279,Rater3,Chest
1936,P04T16,280,Algorithm,Chest
1937,P04T16,280,Rater1,Chest
1938,P04T16,280,Rater2,Left arm
1939,P04T16,280,Rater3,Chest
1940,P04T16,281,Algorithm,Chest
1941,P04T16,281,Rater1,Chest
1942,P04T16,281,Rater2,Left arm
1943,P04T16,281,Rater3,Chest
1944,P04T16,282,Algorithm,Chest
1945,P04T16,282,Rater1,Chest
1946,P04T16,282,Rater2,Left arm
1947,P04T16,282,Rater3,Chest
1948,P04T16,283,Algorithm,Chest
1949,P04T16,283,Rater1,Chest
1950,P04T16,283,Rater2,Left arm
1951,P04T16,283,Rater3,Chest
1952,P04T16,284,Algorithm,Chest
1953,P04T16,284,Rater1,Chest
1954,P04T16,284,Rater2,Left arm
1955,P04T16,284,Rater3,Chest
1956,P04T16,285,Algorithm,Chest
1957,P04T16,285,Rater1,Chest
1958,P04T16,285,Rater2,Left arm
1959,P04T16,285,Rater3,Chest
1960,P04T16,286,Algorithm,Chest
1961,P04T16,286,Rater1,Chest
1962,P04T16,286,Rater2,Left arm
1963,P04T16,286,Rater3,Chest
1964,P04T16,287,Algorithm,Chest
1965,P04T16,287,Rater1,Chest
1966,P04T16,287,Rater2,Left arm
1967,P04T16,287,Rater3,Chest
1968,P04T16,288,Algorithm,Chest
1969,P04T16,288,Rater1,Chest
1970,P04T16,288,Rater2,Left arm
1971,P04T16,288,Rater3,Chest
1972,P04T16,289,Algorithm,Chest
1973,P04T16,289,Rater1,Chest
1974,P04T16,289,Rater2,Left arm
1975,P04T16,289,Rater3,Chest
1976,P04T16,290,Algorithm,Chest
1977,P04T16,290,Rater1,Chest
1978,P04T16,290,Rater2,Left arm
1979,P04T16,290,Rater3,Chest
1980,P04T16,291,Algorithm,Chest
1981,P04T16,291,Rater1,Chest
1982,P04T16,291,Rater2,Left arm
1983,P04T16,291,Rater3,Chest
1984,P04T16,292,Algorithm,Chest
1985,P04T16,292,Rater1,Chest
1986,P04T16,292,Rater2,Left arm
1987,P04T16,292,Rater3,Chest
1988,P04T16,293,Algorithm,Chest
1989,P04T16,293,Rater1,Chest
1990,P04T16,293,Rater2,Left arm
1991,P04T16,293,Rater3,Chest
1992,P04T16,294,Algorithm,Chest
1993,P04T16,294,Rater1,Chest
1994,P04T16,294,Rater2,Left arm
1995,P04T16,294,Rater3,Chest
1996,P04T16,295,Algorithm,Chest
1997,P04T16,295,Rater1,Chest
1998,P04T16,295,Rater2,Left arm
1999,P04T16,295,Rater3,Chest
2000,P04T16,299,Algorithm,Left arm
2001,P04T16,299,Rater1,Chest
2002,P04T16,299,Rater2,Chest
2003,P04T16,299,Rater3,Chest
2004,P04T16,300,Algorithm,Chest
2005,P04T16,300,Rater1,Chest
2006,P04T16,300,Rater2,Chest
2007,P04T16,300,Rater3,Chest
2008,P04T16,301,Algorithm,Chest
2009,P04T16,301,Rater1,Chest
2010,P04T16,301,Rater2,Left arm
2011,P04T16,301,Rater3,Chest
2012,P04T16,302,Algorithm,Chest
2013,P04T16,302,Rater1,Chest
2014,P04T16,302,Rater2,Left arm
2015,P04T16,302,Rater3,Chest
2016,P04T16,303,Algorithm,Chest
2017,P04T16,303,Rater1,Chest
2018,P04T16,303,Rater2,Left arm
2019,P04T16,303,Rater3,Chest
2020,P04T16,304,Algorithm,Chest
2021,P04T16,304,Rater1,Chest
2022,P04T16,304,Rater2,Left arm
2023,P04T16,304,Rater3,Chest
2024,P04T16,305,Algorithm,Chest
2025,P04T16,305,Rater1,Chest
2026,P04T16,305,Rater2,Left arm
2027,P04T16,305,Rater3,Chest
2028,P04T16,306,Algorithm,Chest
2029,P04T16,306,Rater1,Chest
2030,P04T16,306,Rater2,Left arm
2031,P04T16,306,Rater3,Chest
2032,P04T16,307,Algorithm,Chest
2033,P04T16,307,Rater1,Chest
2034,P04T16,307,Rater2,Left arm
2035,P04T16,307,Rater3,Chest
2036,P04T16,308,Algorithm,Chest
2037,P04T16,308,Rater1,Chest
2038,P04T16,308,Rater2,Left arm
2039,P04T16,308,Rater3,Chest
2040,P04T16,309,Algorithm,Chest
2041,P04T16,309,Rater1,Chest
2042,P04T16,309,Rater2,Left arm
2043,P04T16,309,Rater3,Chest
2044,P04T16,310,Algorithm,Chest
2045,P04T16,310,Rater1,Chest
2046,P04T16,310,Rater2,Left arm
2047,P04T16,310,Rater3,Chest
2048,P04T16,311,Algorithm,Chest
2049,P04T16,311,Rater1,Chest
2050,P04T16,311,Rater2,Left arm
2051,P04T16,311,Rater3,Chest
2052,P04T16,312,Algorithm,Chest
2053,P04T16,312,Rater1,Chest
2054,P04T16,312,Rater2,Left arm
2055,P04T16,312,Rater3,Chest
2056,P04T16,313,Algorithm,Chest
2057,P04T16,313,Rater1,Chest
2058,P04T16,313,Rater2,Left arm
2059,P04T16,313,Rater3,Chest
2060,P04T16,314,Algorithm,Chest
2061,P04T16,314,Rater1,Chest
2062,P04T16,314,Rater2,Left arm
2063,P04T16,314,Rater3,Chest
2064,P04T16,315,Algorithm,Chest
2065,P04T16,315,Rater1,Chest
2066,P04T16,315,Rater2,Left arm
2067,P04T16,315,Rater3,Chest
2068,P04T16,316,Algorithm,Chest
2069,P04T16,316,Rater1,Chest
2070,P04T16,316,Rater2,Left arm
2071,P04T16,316,Rater3,Chest
2072,P04T16,317,Algorithm,Chest
2073,P04T16,317,Rater1,Chest
2074,P04T16,317,Rater2,Left arm
2075,P04T16,317,Rater3,Chest
2076,P04T16,318,Algorithm,Chest
2077,P04T16,318,Rater1,Chest
2078,P04T16,318,Rater2,Left arm
2079,P04T16,318,Rater3,Chest
2080,P04T16,319,Algorithm,Chest
2081,P04T16,319,Rater1,Chest
2082,P04T16,319,Rater2,Left arm
2083,P04T16,319,Rater3,Chest
2084,P04T16,320,Algorithm,Chest
2085,P04T16,320,Rater1,Chest
2086,P04T16,320,Rater2,Left arm
2087,P04T16,320,Rater3,Chest
2088,P04T16,321,Algorithm,Chest
2089,P04T16,321,Rater1,Chest
2090,P04T16,321,Rater2,Left arm
2091,P04T16,321,Rater3,Chest
2092,P04T16,322,Algorithm,Chest
2093,P04T16,322,Rater1,Chest
2094,P04T16,322,Rater2,Left arm
2095,P04T16,322,Rater3,Chest
2096,P04T16,323,Algorithm,Chest
